model,n_utterances,overall_wer,delta_dp,delta_eo,max_noise_gap,poisson_p,systematic_gap,worst_dp_pair,wer_dravidian,wer_indo_aryan,wer_sino_tibetan
whisper-small-rl,141,0.16045483259633608,0.12287035277724997,0.11615681803787448,0.13786008230452676,0.28567431736232773,False,Dravidian vs Sino-Tibetan,0.12274368231046931,0.17695473251028807,0.24561403508771928
