loss,pg_loss,kl_loss,reward_mean,reward_std,kl_mean,advantage_std,step,stage,elapsed
-0.25225260853767395,-0.25225260853767395,0.0,0.439639151096344,0.2957945168018341,0.0,0.8230547904968262,0,easy,0.7151088714599609
-0.2437409907579422,-0.2427133321762085,-0.0010276582324877381,0.8786519169807434,0.07971318811178207,-0.010276582092046738,0.9503819346427917,1,easy,0.795964241027832
-0.04236295819282532,-0.04298768937587738,0.0006247297278605402,0.6660335659980774,0.16811156272888184,0.006247296929359436,0.9503818154335022,2,easy,0.8682048320770264
-0.07104182243347168,-0.0699007511138916,-0.0011410750448703766,0.48800963163375854,0.32818037271499634,-0.011410750448703766,0.823054850101471,3,easy,0.9458010196685791
-0.14710037410259247,-0.1528005599975586,0.0057001798413693905,0.8035089373588562,0.09062560647726059,0.05700179561972618,0.950381875038147,4,easy,1.0207409858703613
-0.32098180055618286,-0.319983571767807,-0.0009982396150007844,0.5201414227485657,0.344577819108963,-0.0099823959171772,0.823054850101471,5,easy,1.088270664215088
-1.4924157857894897,-1.49766206741333,0.005246337968856096,0.8796764612197876,0.059531036764383316,0.05246337875723839,0.9503819346427917,6,easy,1.1585643291473389
-0.12096118927001953,-0.11891768127679825,-0.0020435096230357885,0.8401893377304077,0.1320755034685135,-0.020435094833374023,0.8230547904968262,7,easy,1.229647159576416
-1.2302961349487305,-1.2284784317016602,-0.001817665295675397,0.8997460603713989,0.04905904829502106,-0.018176652491092682,0.950381875038147,8,easy,1.2986478805541992
-0.5928817391395569,-0.5910909175872803,-0.0017908025765791535,0.8870655298233032,0.05283791944384575,-0.01790802553296089,0.9503819346427917,9,easy,1.3718419075012207
-0.8121294379234314,-0.8105078935623169,-0.0016215291107073426,0.9204263687133789,0.03293558582663536,-0.016215290874242783,0.9503819346427917,10,easy,1.4430289268493652
-0.2889080047607422,-0.2842913866043091,-0.004616609774529934,0.7750445008277893,0.17412690818309784,-0.04616609588265419,0.8230547308921814,11,easy,1.5159471035003662
-0.05626201629638672,-0.05185723304748535,-0.0044047837145626545,0.7111838459968567,0.19536201655864716,-0.04404783621430397,0.950381875038147,12,easy,1.5838658809661865
-0.3466879725456238,-0.34447652101516724,-0.0022114505991339684,0.8522480726242065,0.07190605252981186,-0.022114505991339684,0.9503819346427917,13,easy,1.6454858779907227
-0.7810404300689697,-0.7806527614593506,-0.0003876457049045712,0.8394540548324585,0.18954508006572723,-0.003876456990838051,0.823054850101471,14,easy,1.7154114246368408
-0.5242782235145569,-0.5198545455932617,-0.0044236937537789345,0.7763757705688477,0.19686144590377808,-0.044236935675144196,0.9503819346427917,15,easy,1.7920470237731934
-0.7464573979377747,-0.7466484308242798,0.0001910291612148285,0.8294540643692017,0.09625320136547089,0.001910291612148285,0.8230547904968262,16,easy,1.8631460666656494
-0.6895497441291809,-0.6850172281265259,-0.004532504361122847,0.8730464577674866,0.04372170940041542,-0.04532504454255104,0.9503819346427917,17,easy,1.9356818199157715
-0.6390681266784668,-0.6331052184104919,-0.005962935276329517,0.5967920422554016,0.17998716235160828,-0.059629350900650024,0.9503818154335022,18,easy,2.0043976306915283
-0.9472640752792358,-0.943473219871521,-0.0037908831145614386,0.7739697694778442,0.10171615332365036,-0.037908829748630524,0.9503819346427917,19,easy,2.074324369430542
-0.4970373213291168,-0.4976447820663452,0.0006074719713069499,0.7510548233985901,0.10742189735174179,0.006074719596654177,0.950381875038147,20,easy,2.1490578651428223
-1.478541374206543,-1.4719130992889404,-0.006628241389989853,0.864966869354248,0.075015127658844,-0.06628241389989853,0.9503819346427917,21,easy,2.2207889556884766
-0.1916448175907135,-0.18346315622329712,-0.008181664161384106,0.8102654814720154,0.10213780403137207,-0.0818166434764862,0.9503819942474365,22,easy,2.291195869445801
-0.9140362739562988,-0.9106947183609009,-0.003341569099575281,0.6305357217788696,0.37695762515068054,-0.03341569006443024,0.823054850101471,23,easy,2.3672032356262207
-0.7515523433685303,-0.7411760091781616,-0.010376314632594585,0.8110017776489258,0.12777890264987946,-0.103763148188591,0.9503819346427917,24,easy,2.4403483867645264
-0.2542695105075836,-0.25216615200042725,-0.002103365957736969,0.721411943435669,0.14091485738754272,-0.02103365957736969,0.950381875038147,25,easy,2.514472246170044
0.14996279776096344,0.1566961407661438,-0.006733343005180359,0.778865396976471,0.10745955258607864,-0.06733343005180359,0.9503819346427917,26,easy,2.5918374061584473
-1.2865276336669922,-1.2848116159439087,-0.0017160105053335428,0.638403594493866,0.37729185819625854,-0.01716010458767414,0.823054850101471,27,easy,2.6656293869018555
-0.37270477414131165,-0.37205833196640015,-0.000646435481030494,0.7482037544250488,0.16562220454216003,-0.006464354693889618,0.950381875038147,28,easy,2.73161244392395
-0.21419957280158997,-0.2001025676727295,-0.014097006991505623,0.7317721843719482,0.19354867935180664,-0.14097006618976593,0.950381875038147,29,easy,2.807861328125
-0.5293112397193909,-0.5279563665390015,-0.001354859326966107,0.750886082649231,0.16349050402641296,-0.013548593036830425,0.9503819346427917,30,easy,2.8728811740875244
-0.6547772288322449,-0.6485253572463989,-0.006251848768442869,0.8069506287574768,0.17459680140018463,-0.06251848489046097,0.9503818154335022,31,easy,2.950443983078003
0.068346306681633,0.07140323519706726,-0.003056925954297185,0.8104431629180908,0.08602054417133331,-0.030569259077310562,0.950381875038147,32,easy,3.0295300483703613
-0.7752639055252075,-0.7708020210266113,-0.004461859818547964,0.7587131261825562,0.13443085551261902,-0.04461859539151192,0.9503818154335022,33,easy,3.0980007648468018
-0.6784354448318481,-0.6520116329193115,-0.026423824951052666,0.5681287050247192,0.36200809478759766,-0.26423823833465576,0.823054850101471,34,easy,3.1692957878112793
-0.2670817971229553,-0.2621978521347046,-0.004883952438831329,0.7493906021118164,0.1407347470521927,-0.04883952438831329,0.8230547904968262,35,easy,3.2388522624969482
-0.8936243057250977,-0.874759316444397,-0.018865006044507027,0.7917319536209106,0.1356695592403412,-0.18865005671977997,0.9503819346427917,36,easy,3.31077241897583
-0.964367151260376,-0.9597058296203613,-0.004661343991756439,0.9187811613082886,0.03154713287949562,-0.04661343991756439,0.950381875038147,37,easy,3.3831064701080322
-0.91050124168396,-0.8968279361724854,-0.013673325069248676,0.9091549515724182,0.06989369541406631,-0.1367332488298416,0.950381875038147,38,easy,3.4559619426727295
-0.6107980012893677,-0.6016980409622192,-0.009099932387471199,0.9156082272529602,0.06474949419498444,-0.09099932014942169,0.823054850101471,39,easy,3.5186681747436523
-0.18435603380203247,-0.17758211493492126,-0.006773918867111206,0.8354742527008057,0.10279375314712524,-0.06773918867111206,0.9503819346427917,40,easy,3.5919783115386963
-1.193384051322937,-1.1754190921783447,-0.01796494983136654,0.8258239030838013,0.1364881992340088,-0.1796495020389557,0.9503817558288574,41,easy,3.6648201942443848
